Gene stable ID,Gene stable ID version,Transcript stable ID,Transcript stable ID version,Chromosome/scaffold name,Gene start (bp hg19),Gene end (bp hg19),Gene name,Source of gene name
ENSG00000223772,ENSG00000223772.1,ENST00000445417,ENST00000445417.1,X,86304367,86305086,GEMIN8P3,HGNC Symbol
ENSG00000231478,ENSG00000231478.1,ENST00000412546,ENST00000412546.1,X,86481532,86481813,FCF1P9,HGNC Symbol
ENSG00000271290,ENSG00000271290.1,ENST00000603834,ENST00000603834.1,X,86798598,86799226,COPS8P1,HGNC Symbol
ENSG00000102271,ENSG00000102271.14,ENST00000652270,ENST00000652270.1,X,87517409,87670050,KLHL4,HGNC Symbol
ENSG00000237506,ENSG00000237506.3,ENST00000448168,ENST00000448168.1,X,87703343,87704203,RPSAP15,HGNC Symbol
ENSG00000270446,ENSG00000270446.1,ENST00000605349,ENST00000605349.1,X,87806433,87806769,RPL34P36,HGNC Symbol
ENSG00000271056,ENSG00000271056.1,ENST00000604173,ENST00000604173.1,X,87807549,87809883,MRPS22P1,HGNC Symbol
ENSG00000230706,ENSG00000230706.2,ENST00000433554,ENST00000433554.2,X,88061590,88062844,TMEM184CP1,HGNC Symbol
ENSG00000230956,ENSG00000230956.2,ENST00000449217,ENST00000449217.2,X,88096393,88097225,CAPZA1P1,HGNC Symbol
ENSG00000147183,ENSG00000147183.10,ENST00000276127,ENST00000276127.9,X,88747225,88754785,CPXCR1,HGNC Symbol
ENSG00000224065,ENSG00000224065.2,ENST00000428470,ENST00000428470.2,X,89367435,89367600,SRIP2,HGNC Symbol
ENSG00000153779,ENSG00000153779.11,ENST00000283891,ENST00000283891.6,X,89921908,89922883,TGIF2LX,HGNC Symbol
ENSG00000227581,ENSG00000227581.2,ENST00000453704,ENST00000453704.2,X,90039213,90039834,STAU2P1,HGNC Symbol
ENSG00000226081,ENSG00000226081.2,ENST00000432383,ENST00000432383.2,X,90112650,90113706,USP12PX,HGNC Symbol
ENSG00000227434,ENSG00000227434.2,ENST00000426224,ENST00000426224.2,X,90209796,90210420,RNF19BPX,HGNC Symbol
ENSG00000229667,ENSG00000229667.2,ENST00000414760,ENST00000414760.2,X,90289536,90289903,UBE2V1P9,HGNC Symbol
ENSG00000207515,ENSG00000207515.1,ENST00000384784,ENST00000384784.1,X,90597235,90597340,RNU6-555P,HGNC Symbol
ENSG00000234161,ENSG00000234161.1,ENST00000456187,ENST00000456187.1,X,91414878,91434999,PABPC5-AS1,HGNC Symbol
ENSG00000174740,ENSG00000174740.8,ENST00000373105,ENST00000373105.1,X,91434595,91438584,PABPC5,HGNC Symbol
ENSG00000230275,ENSG00000230275.2,ENST00000446711,ENST00000446711.2,X,91560436,91561597,SERBP1P4,HGNC Symbol
ENSG00000102290,ENSG00000102290.23,ENST00000298274,ENST00000298274.12,X,91779261,92623230,PCDH11X,HGNC Symbol
ENSG00000222440,ENSG00000222440.1,ENST00000410508,ENST00000410508.1,X,91798093,91798283,RNU2-26P,HGNC Symbol
ENSG00000234702,ENSG00000234702.1,ENST00000434069,ENST00000434069.1,X,91982655,91983505,VDAC1P3,HGNC Symbol
ENSG00000229132,ENSG00000229132.2,ENST00000428832,ENST00000428832.2,X,92113246,92114461,EIF4A1P10,HGNC Symbol
ENSG00000215089,ENSG00000215089.3,ENST00000435214,ENST00000435214.1,X,92459670,92460952,KRT18P11,HGNC Symbol
ENSG00000230543,ENSG00000230543.1,ENST00000414887,ENST00000414887.1,X,92515323,92515497,SNX3P1X,HGNC Symbol
ENSG00000225912,ENSG00000225912.1,ENST00000443413,ENST00000443413.1,X,92676519,92676954,RPL26P36,HGNC Symbol
ENSG00000285445,ENSG00000285445.1,ENST00000642300,ENST00000642300.1,X,92770855,92772091,TUSC2P2,HGNC Symbol
ENSG00000237873,ENSG00000237873.1,ENST00000441503,ENST00000441503.1,X,93042490,93042942,DLGAP5P2,HGNC Symbol
ENSG00000234130,ENSG00000234130.2,ENST00000441188,ENST00000441188.2,X,93222220,93225015,AP2B1P1,HGNC Symbol
ENSG00000234322,ENSG00000234322.1,ENST00000456632,ENST00000456632.1,X,93287733,93288759,ST13P18,HGNC Symbol
ENSG00000237381,ENSG00000237381.2,ENST00000414840,ENST00000414840.2,X,93388075,93389497,NT5DC1P1,HGNC Symbol
ENSG00000228301,ENSG00000228301.1,ENST00000450522,ENST00000450522.1,X,93573834,93574579,RPL7P55,HGNC Symbol
ENSG00000186310,ENSG00000186310.10,ENST00000373079,ENST00000373079.4,X,93670930,93673578,NAP1L3,HGNC Symbol
ENSG00000179083,ENSG00000179083.7,ENST00000332647,ENST00000332647.5,X,93674013,93712274,FAM133A,HGNC Symbol
ENSG00000270826,ENSG00000270826.1,ENST00000604328,ENST00000604328.1,X,93776911,93777384,USP37P1,HGNC Symbol
ENSG00000212495,ENSG00000212495.1,ENST00000391193,ENST00000391193.1,X,94003815,94003922,RNU6-332P,HGNC Symbol
ENSG00000227521,ENSG00000227521.2,ENST00000420303,ENST00000420303.2,X,94319038,94320025,TUBB4BP8,HGNC Symbol
ENSG00000232293,ENSG00000232293.2,ENST00000419829,ENST00000419829.2,X,94636663,94639570,PAICSP7,HGNC Symbol
ENSG00000231001,ENSG00000231001.2,ENST00000454702,ENST00000454702.2,X,94776739,94777567,CCNB1IP1P3,HGNC Symbol
ENSG00000221187,ENSG00000221187.1,ENST00000408260,ENST00000408260.1,X,95063141,95063226,MIR548M,HGNC Symbol
ENSG00000223467,ENSG00000223467.2,ENST00000442082,ENST00000442082.2,X,95499604,95500036,CALM1P1,HGNC Symbol
ENSG00000201567,ENSG00000201567.1,ENST00000364697,ENST00000364697.1,X,95582064,95582162,RNA5SP510,HGNC Symbol
ENSG00000215085,ENSG00000215085.4,ENST00000431854,ENST00000431854.2,X,95584303,95584942,GTF3C6P1,HGNC Symbol
ENSG00000236185,ENSG00000236185.1,ENST00000456745,ENST00000456745.1,X,95610578,95610957,HNRNPDLP3,HGNC Symbol
ENSG00000226307,ENSG00000226307.1,ENST00000412834,ENST00000412834.1,X,95638375,95638924,HNRNPDLP1,HGNC Symbol
ENSG00000235425,ENSG00000235425.2,ENST00000413955,ENST00000413955.2,X,95679130,95679627,RPS7P13,HGNC Symbol
ENSG00000232842,ENSG00000232842.2,ENST00000444292,ENST00000444292.2,X,95973328,95974315,KAT7P1,HGNC Symbol
ENSG00000242998,ENSG00000242998.3,ENST00000479912,ENST00000479912.3,X,96023360,96023652,RN7SL379P,HGNC Symbol
ENSG00000232069,ENSG00000232069.1,ENST00000446439,ENST00000446439.1,X,96195477,96195617,RPS29P28,HGNC Symbol
ENSG00000271209,ENSG00000271209.1,ENST00000605735,ENST00000605735.1,X,96337236,96337912,BRDTP1,HGNC Symbol
ENSG00000223260,ENSG00000223260.1,ENST00000411328,ENST00000411328.1,X,96410432,96410782,RN7SKP194,HGNC Symbol
ENSG00000229693,ENSG00000229693.2,ENST00000441783,ENST00000441783.2,X,96620654,96621903,SKP2P1,HGNC Symbol
ENSG00000147202,ENSG00000147202.18,ENST00000373049,ENST00000373049.8,X,96684663,97604997,DIAPH2,HGNC Symbol
ENSG00000204086,ENSG00000204086.4,ENST00000373040,ENST00000373040.4,X,96883908,96885467,RPA4,HGNC Symbol
ENSG00000214628,ENSG00000214628.3,ENST00000398690,ENST00000398690.3,X,96953630,96954195,NDUFB5P2,HGNC Symbol
ENSG00000265260,ENSG00000265260.2,ENST00000464966,ENST00000464966.3,X,97341046,97341344,RN7SL74P,HGNC Symbol
ENSG00000236256,ENSG00000236256.9,ENST00000439759,ENST00000439759.6,X,97431286,97642589,DIAPH2-AS1,HGNC Symbol
ENSG00000237752,ENSG00000237752.2,ENST00000448218,ENST00000448218.2,X,97906644,97908090,NCKAP1P1,HGNC Symbol
ENSG00000234889,ENSG00000234889.2,ENST00000442570,ENST00000442570.2,X,97975878,97978641,KPNB1P1,HGNC Symbol
ENSG00000236243,ENSG00000236243.2,ENST00000414863,ENST00000414863.2,X,98251679,98252543,RPL6P29,HGNC Symbol
ENSG00000213704,ENSG00000213704.3,ENST00000395772,ENST00000395772.3,X,98389512,98390919,EEF1A1P15,HGNC Symbol
ENSG00000226837,ENSG00000226837.2,ENST00000425971,ENST00000425971.2,X,98422138,98422809,HMGB1P32,HGNC Symbol
ENSG00000270308,ENSG00000270308.1,ENST00000605078,ENST00000605078.1,X,99656997,99657381,TEX101P1,HGNC Symbol
ENSG00000215070,ENSG00000215070.4,ENST00000435236,ENST00000435236.2,X,99719364,99721158,XRCC6P5,HGNC Symbol
ENSG00000229946,ENSG00000229946.2,ENST00000434960,ENST00000434960.2,X,99886740,99887691,B3GNT2P1,HGNC Symbol
ENSG00000236988,ENSG00000236988.2,ENST00000412509,ENST00000412509.2,X,100149783,100151340,CTDSPL2P1,HGNC Symbol
ENSG00000230592,ENSG00000230592.2,ENST00000429844,ENST00000429844.2,X,100155885,100156773,RPSAP8,HGNC Symbol
ENSG00000165194,ENSG00000165194.15,ENST00000420881,ENST00000420881.6,X,100291644,100410273,PCDH19,HGNC Symbol
ENSG00000000005,ENSG00000000005.6,ENST00000373031,ENST00000373031.5,X,100584936,100599885,TNMD,HGNC Symbol
ENSG00000000003,ENSG00000000003.15,ENST00000373020,ENST00000373020.9,X,100627108,100639991,TSPAN6,HGNC Symbol
ENSG00000102359,ENSG00000102359.9,ENST00000640889,ENST00000640889.1,X,100644195,100675788,SRPX2,HGNC Symbol
ENSG00000102362,ENSG00000102362.15,ENST00000372989,ENST00000372989.5,X,100674491,100732123,SYTL4,HGNC Symbol
ENSG00000223819,ENSG00000223819.2,ENST00000446082,ENST00000446082.2,X,100800303,100800784,PPIAP89,HGNC Symbol
ENSG00000238116,ENSG00000238116.2,ENST00000414579,ENST00000414579.2,X,100801188,100803060,RAD21P1,HGNC Symbol
ENSG00000101811,ENSG00000101811.14,ENST00000372972,ENST00000372972.7,X,100820359,100841520,CSTF2,HGNC Symbol
ENSG00000007952,ENSG00000007952.18,ENST00000372966,ENST00000372966.8,X,100843324,100874359,NOX1,HGNC Symbol
ENSG00000239345,ENSG00000239345.2,ENST00000457695,ENST00000457695.2,X,100855288,100856379,HNRNPA1P26,HGNC Symbol
ENSG00000233680,ENSG00000233680.4,ENST00000412087,ENST00000412087.2,X,100887636,100888590,HNRNPA1P27,HGNC Symbol
ENSG00000179031,ENSG00000179031.8,ENST00000447373,ENST00000447373.2,X,100910712,100911489,NSA2P3,HGNC Symbol
ENSG00000182489,ENSG00000182489.9,ENST00000372956,ENST00000372956.3,X,100913445,100929433,XKRX,HGNC Symbol
ENSG00000182574,ENSG00000182574.8,ENST00000332270,ENST00000332270.6,X,100956593,100957538,CSGALNACT2P1,HGNC Symbol
ENSG00000174225,ENSG00000174225.15,ENST00000450457,ENST00000450457.6,X,100969708,100990831,ARL13A,HGNC Symbol
ENSG00000188917,ENSG00000188917.15,ENST00000372939,ENST00000372939.5,X,101009346,101052116,TRMT2B,HGNC Symbol
ENSG00000225839,ENSG00000225839.2,ENST00000443801,ENST00000443801.2,X,101043564,101094476,TRMT2B-AS1,HGNC Symbol
ENSG00000126950,ENSG00000126950.8,ENST00000372930,ENST00000372930.5,X,101078879,101096367,TMEM35A,HGNC Symbol
ENSG00000102384,ENSG00000102384.14,ENST00000684367,ENST00000684367.1,X,101098188,101166126,CENPI,HGNC Symbol
ENSG00000231643,ENSG00000231643.4,ENST00000490943,ENST00000490943.2,X,101191115,101191409,YWHAQP8,HGNC Symbol
ENSG00000102385,ENSG00000102385.13,ENST00000402866,ENST00000402866.5,X,101219769,101264502,DRP2,HGNC Symbol
ENSG00000102387,ENSG00000102387.16,ENST00000372907,ENST00000372907.7,X,101268253,101293057,TAF7L,HGNC Symbol
ENSG00000202024,ENSG00000202024.1,ENST00000365154,ENST00000365154.1,X,101325404,101325510,RNU6-934P,HGNC Symbol
ENSG00000270813,ENSG00000270813.2,ENST00000603059,ENST00000603059.2,X,101337725,101338289,NANOGNBP3,HGNC Symbol
ENSG00000183911,ENSG00000183911.7,ENST00000331267,ENST00000331267.5,X,101339917,101340934,RPL21P132,HGNC Symbol
ENSG00000126953,ENSG00000126953.8,ENST00000645279,ENST00000645279.1,X,101345661,101348742,TIMM8A,HGNC Symbol
ENSG00000010671,ENSG00000010671.16,ENST00000618050,ENST00000618050.4,X,101349447,101390796,BTK,HGNC Symbol
ENSG00000241343,ENSG00000241343.10,ENST00000427805,ENST00000427805.6,X,101390824,101396155,RPL36A,HGNC Symbol
ENSG00000257529,ENSG00000257529.5,ENST00000409338,ENST00000409338.5,X,101391011,101412297,RPL36A-HNRNPH2,HGNC Symbol
ENSG00000102393,ENSG00000102393.14,ENST00000674142,ENST00000674142.1,X,101393273,101408012,GLA,HGNC Symbol
ENSG00000126945,ENSG00000126945.9,ENST00000316594,ENST00000316594.6,X,101408222,101414133,HNRNPH2,HGNC Symbol
ENSG00000196440,ENSG00000196440.11,ENST00000433011,ENST00000433011.5,X,101418287,101533459,ARMCX4,HGNC Symbol
ENSG00000234557,ENSG00000234557.2,ENST00000414193,ENST00000414193.2,X,101443707,101444103,PPIAP90,HGNC Symbol
ENSG00000237682,ENSG00000237682.2,ENST00000392722,ENST00000392722.3,X,101537485,101539276,PRKCIP1,HGNC Symbol
ENSG00000126947,ENSG00000126947.13,ENST00000372829,ENST00000372829.8,X,101550547,101554700,ARMCX1,HGNC Symbol
ENSG00000204072,ENSG00000204072.3,ENST00000372828,ENST00000372828.2,X,101597510,101598671,ARMCX7P,HGNC Symbol
ENSG00000198960,ENSG00000198960.11,ENST00000497931,ENST00000497931.5,X,101615118,101618001,ARMCX6,HGNC Symbol
ENSG00000102401,ENSG00000102401.20,ENST00000341189,ENST00000341189.8,X,101622797,101627843,ARMCX3,HGNC Symbol
ENSG00000228275,ENSG00000228275.1,ENST00000454228,ENST00000454228.1,X,101622983,101624164,ARMCX3-AS1,HGNC Symbol
ENSG00000207291,ENSG00000207291.1,ENST00000384561,ENST00000384561.1,X,101634006,101634112,RNU6-30P,HGNC Symbol
ENSG00000184867,ENSG00000184867.14,ENST00000330154,ENST00000330154.6,X,101655281,101659850,ARMCX2,HGNC Symbol
ENSG00000212584,ENSG00000212584.1,ENST00000391282,ENST00000391282.1,X,101691580,101691685,RNU6-587P,HGNC Symbol
ENSG00000178146,ENSG00000178146.9,ENST00000328462,ENST00000328462.7,X,101778969,101780538,GK4P,HGNC Symbol
ENSG00000126952,ENSG00000126952.18,ENST00000263032,ENST00000263032.5,X,101832112,101857577,NXF5,HGNC Symbol
ENSG00000166432,ENSG00000166432.15,ENST00000372782,ENST00000372782.4,X,101882288,101932079,ZMAT1,HGNC Symbol
ENSG00000252810,ENSG00000252810.1,ENST00000517001,ENST00000517001.1,X,101915589,101915695,RNU6-345P,HGNC Symbol
ENSG00000235976,ENSG00000235976.2,ENST00000445127,ENST00000445127.2,X,101989481,101989872,H2BP8,HGNC Symbol
ENSG00000226119,ENSG00000226119.1,ENST00000436830,ENST00000436830.1,X,102006883,102007294,C3orf49P1,HGNC Symbol
ENSG00000234901,ENSG00000234901.1,ENST00000443510,ENST00000443510.1,X,102008524,102009046,MTND6P13,HGNC Symbol
ENSG00000184905,ENSG00000184905.9,ENST00000476749,ENST00000476749.1,X,102125679,102140426,TCEAL2,HGNC Symbol
ENSG00000204071,ENSG00000204071.10,ENST00000372774,ENST00000372774.7,X,102140476,102142970,TCEAL6,HGNC Symbol
ENSG00000184515,ENSG00000184515.11,ENST00000333643,ENST00000333643.4,X,102153708,102155977,BEX5,HGNC Symbol
ENSG00000251525,ENSG00000251525.6,ENST00000514289,ENST00000514289.5,X,102173100,102185021,TCP11X3P,HGNC Symbol
ENSG00000268235,ENSG00000268235.7,ENST00000597070,ENST00000597070.5,X,102215301,102229532,TCP11X1,HGNC Symbol
ENSG00000269405,ENSG00000269405.7,ENST00000625106,ENST00000625106.4,X,102247167,102326722,NXF2,HGNC Symbol
ENSG00000269437,ENSG00000269437.7,ENST00000604395,ENST00000604395.5,X,102360396,102439932,NXF2B,HGNC Symbol
ENSG00000215029,ENSG00000215029.11,ENST00000643059,ENST00000643059.1,X,102456862,102471842,TCP11X2,HGNC Symbol
ENSG00000158164,ENSG00000158164.7,ENST00000289373,ENST00000289373.5,X,102513682,102516739,TMSB15A,HGNC Symbol
ENSG00000176318,ENSG00000176318.8,ENST00000325117,ENST00000325117.8,X,102546734,102548213,FOXN3P1,HGNC Symbol
ENSG00000196970,ENSG00000196970.8,ENST00000360035,ENST00000360035.6,X,102549965,102571695,NXF4,HGNC Symbol
ENSG00000125962,ENSG00000125962.15,ENST00000246174,ENST00000246174.6,X,102599168,102604159,ARMCX5,HGNC Symbol
ENSG00000271147,ENSG00000271147.8,ENST00000602463,ENST00000602463.5,X,102599512,102714671,ARMCX5-GPRASP2,HGNC Symbol
ENSG00000227211,ENSG00000227211.2,ENST00000446931,ENST00000446931.2,X,102615473,102615820,H3P45,HGNC Symbol
ENSG00000198932,ENSG00000198932.13,ENST00000652542,ENST00000652542.1,X,102651092,102659083,GPRASP1,HGNC Symbol
ENSG00000252294,ENSG00000252294.1,ENST00000516485,ENST00000516485.1,X,102678707,102678813,RNU6-589P,HGNC Symbol
ENSG00000230320,ENSG00000230320.1,ENST00000422058,ENST00000422058.1,X,102705784,102706240,BEND7P1,HGNC Symbol
ENSG00000158301,ENSG00000158301.19,ENST00000486814,ENST00000486814.2,X,102712445,102717733,GPRASP2,HGNC Symbol
ENSG00000198908,ENSG00000198908.12,ENST00000483294,ENST00000483294.5,X,102720688,102753540,BHLHB9,HGNC Symbol
ENSG00000223546,ENSG00000223546.7,ENST00000431616,ENST00000431616.5,X,102769158,102885406,LINC00630,HGNC Symbol
ENSG00000232282,ENSG00000232282.1,ENST00000433043,ENST00000433043.1,X,102785667,102786604,MTND1P32,HGNC Symbol
ENSG00000229954,ENSG00000229954.1,ENST00000434633,ENST00000434633.1,X,102786813,102788387,MTND2P2,HGNC Symbol
ENSG00000237300,ENSG00000237300.2,ENST00000443487,ENST00000443487.2,X,102796251,102797093,MTCO1P19,HGNC Symbol
ENSG00000237628,ENSG00000237628.2,ENST00000427513,ENST00000427513.2,X,102797531,102798128,MTCO2P19,HGNC Symbol
ENSG00000228316,ENSG00000228316.1,ENST00000413797,ENST00000413797.1,X,102798396,102799560,MTATP6P19,HGNC Symbol
ENSG00000224471,ENSG00000224471.2,ENST00000415864,ENST00000415864.2,X,102799563,102799883,MTCO3P19,HGNC Symbol
ENSG00000226056,ENSG00000226056.1,ENST00000437189,ENST00000437189.1,X,102799942,102801399,MTND4P32,HGNC Symbol
ENSG00000234886,ENSG00000234886.1,ENST00000426018,ENST00000426018.1,X,102803041,102806138,MTND5P26,HGNC Symbol
ENSG00000227649,ENSG00000227649.1,ENST00000457611,ENST00000457611.1,X,102806164,102806646,MTND6P32,HGNC Symbol
ENSG00000229794,ENSG00000229794.2,ENST00000427945,ENST00000427945.2,X,102806741,102807824,MTCYBP32,HGNC Symbol
ENSG00000102128,ENSG00000102128.8,ENST00000218249,ENST00000218249.7,X,102937272,102938300,RAB40AL,HGNC Symbol
ENSG00000224632,ENSG00000224632.1,ENST00000423690,ENST00000423690.1,X,103007461,103008072,NUDT19P2,HGNC Symbol
ENSG00000133169,ENSG00000133169.6,ENST00000372728,ENST00000372728.4,X,103062651,103064171,BEX1,HGNC Symbol
ENSG00000147206,ENSG00000147206.17,ENST00000395065,ENST00000395065.8,X,103075810,103093143,NXF3,HGNC Symbol
ENSG00000233071,ENSG00000233071.3,ENST00000421048,ENST00000421048.3,X,103206010,103206899,RPSAP59,HGNC Symbol
ENSG00000102409,ENSG00000102409.10,ENST00000372695,ENST00000372695.6,X,103215108,103217246,BEX4,HGNC Symbol
ENSG00000180964,ENSG00000180964.17,ENST00000360000,ENST00000360000.8,X,103252995,103255192,TCEAL8,HGNC Symbol
ENSG00000204065,ENSG00000204065.3,ENST00000372680,ENST00000372680.2,X,103273691,103276750,TCEAL5,HGNC Symbol
ENSG00000133134,ENSG00000133134.12,ENST00000372677,ENST00000372677.8,X,103309346,103311007,BEX2,HGNC Symbol
ENSG00000182916,ENSG00000182916.8,ENST00000332431,ENST00000332431.5,X,103330229,103332326,TCEAL7,HGNC Symbol
ENSG00000185222,ENSG00000185222.10,ENST00000372656,ENST00000372656.5,X,103356489,103358462,TCEAL9,HGNC Symbol
ENSG00000166681,ENSG00000166681.14,ENST00000361298,ENST00000361298.9,X,103376395,103378164,BEX3,HGNC Symbol
ENSG00000172476,ENSG00000172476.4,ENST00000304236,ENST00000304236.2,X,103499130,103519489,RAB40A,HGNC Symbol
ENSG00000133142,ENSG00000133142.18,ENST00000372629,ENST00000372629.4,X,103576231,103587729,TCEAL4,HGNC Symbol
ENSG00000196507,ENSG00000196507.11,ENST00000372628,ENST00000372628.5,X,103607451,103629690,TCEAL3,HGNC Symbol
ENSG00000224031,ENSG00000224031.1,ENST00000424887,ENST00000424887.1,X,103626076,103626492,TCEAL3-AS1,HGNC Symbol
ENSG00000172465,ENSG00000172465.14,ENST00000372626,ENST00000372626.7,X,103628704,103630953,TCEAL1,HGNC Symbol
ENSG00000180284,ENSG00000180284.5,ENST00000423374,ENST00000423374.2,X,103651735,103652106,CNEP1R1P1,HGNC Symbol
ENSG00000123562,ENSG00000123562.18,ENST00000360458,ENST00000360458.5,X,103675496,103688158,MORF4L2,HGNC Symbol
ENSG00000231154,ENSG00000231154.1,ENST00000435306,ENST00000435306.1,X,103687284,103691772,MORF4L2-AS1,HGNC Symbol
ENSG00000188828,ENSG00000188828.13,ENST00000674243,ENST00000674243.1,X,103702210,103728655,GLRA4,HGNC Symbol
ENSG00000179363,ENSG00000179363.7,ENST00000319560,ENST00000319560.7,X,103710909,103714032,TMEM31,HGNC Symbol
ENSG00000123560,ENSG00000123560.14,ENST00000434483,ENST00000434483.5,X,103773718,103792619,PLP1,HGNC Symbol
ENSG00000123570,ENSG00000123570.4,ENST00000243298,ENST00000243298.3,X,103822327,103832257,RAB9B,HGNC Symbol
ENSG00000231728,ENSG00000231728.5,ENST00000674336,ENST00000674336.1,X,103845151,103919548,TMSB15B-AS1,HGNC Symbol
ENSG00000222419,ENSG00000222419.1,ENST00000410487,ENST00000410487.1,X,103850797,103850911,RNA5SP511,HGNC Symbol
ENSG00000231787,ENSG00000231787.4,ENST00000461229,ENST00000461229.2,X,103904322,103904754,H2BP9,HGNC Symbol
ENSG00000234345,ENSG00000234345.2,ENST00000417646,ENST00000417646.2,X,103910305,103911352,ELF2P1,HGNC Symbol
ENSG00000158427,ENSG00000158427.15,ENST00000419165,ENST00000419165.5,X,103918896,103966712,TMSB15B,HGNC Symbol
ENSG00000230312,ENSG00000230312.2,ENST00000451950,ENST00000451950.2,X,103928099,103929017,SLC25A53P1,HGNC Symbol
ENSG00000227067,ENSG00000227067.3,ENST00000448050,ENST00000448050.2,X,103961811,103962279,DPPA3P1,HGNC Symbol
ENSG00000123569,ENSG00000123569.10,ENST00000217926,ENST00000217926.7,X,104011147,104013708,H2BW1,HGNC Symbol
ENSG00000101812,ENSG00000101812.15,ENST00000355016,ENST00000355016.8,X,104039956,104042454,H2BW2,HGNC Symbol
ENSG00000235946,ENSG00000235946.1,ENST00000441761,ENST00000441761.1,X,104062542,104063037,H2BW3P,HGNC Symbol
ENSG00000269743,ENSG00000269743.3,ENST00000594199,ENST00000594199.3,X,104099214,104157009,SLC25A53,HGNC Symbol
ENSG00000166707,ENSG00000166707.12,ENST00000423478,ENST00000423478.1,X,104112131,104115842,ZCCHC18,HGNC Symbol
ENSG00000123575,ENSG00000123575.9,ENST00000493442,ENST00000493442.2,X,104166453,104195902,FAM199X,HGNC Symbol
ENSG00000123576,ENSG00000123576.5,ENST00000372588,ENST00000372588.4,X,104250038,104254933,ESX1,HGNC Symbol
ENSG00000189108,ENSG00000189108.13,ENST00000372582,ENST00000372582.6,X,104566199,105767829,IL1RAPL2,HGNC Symbol
ENSG00000232665,ENSG00000232665.2,ENST00000416467,ENST00000416467.2,X,104647216,104647999,PHBP10,HGNC Symbol
ENSG00000223733,ENSG00000223733.1,ENST00000417685,ENST00000417685.1,X,104803915,104804440,RPL18AP14,HGNC Symbol
ENSG00000268629,ENSG00000268629.8,ENST00000600991,ENST00000600991.6,X,105218929,105220694,TEX13A,HGNC Symbol
ENSG00000181819,ENSG00000181819.14,ENST00000512203,ENST00000512203.1,X,105405647,105407039,KCTD9P2,HGNC Symbol
ENSG00000206864,ENSG00000206864.1,ENST00000384137,ENST00000384137.1,X,105676071,105676177,RNU6-207P,HGNC Symbol
ENSG00000123572,ENSG00000123572.17,ENST00000243300,ENST00000243300.14,X,105822539,105958610,NRK,HGNC Symbol
ENSG00000123561,ENSG00000123561.15,ENST00000327674,ENST00000327674.8,X,106032435,106038727,SERPINA7,HGNC Symbol
ENSG00000230788,ENSG00000230788.2,ENST00000434586,ENST00000434586.2,X,106070481,106073202,CTDSPL2P2,HGNC Symbol
ENSG00000157502,ENSG00000157502.13,ENST00000357175,ENST00000357175.6,X,106168305,106208956,PWWP3B,HGNC Symbol
ENSG00000256709,ENSG00000256709.2,ENST00000538229,ENST00000538229.2,X,106327534,106327824,CSGALNACT2P2,HGNC Symbol
ENSG00000224816,ENSG00000224816.1,ENST00000425958,ENST00000425958.1,X,106466542,106467440,NAP1L4P2,HGNC Symbol
ENSG00000227657,ENSG00000227657.1,ENST00000443077,ENST00000443077.1,X,106562774,106563404,SERPINA7P1,HGNC Symbol
ENSG00000147231,ENSG00000147231.14,ENST00000372548,ENST00000372548.9,X,106611930,106679439,RADX,HGNC Symbol
ENSG00000263515,ENSG00000263515.1,ENST00000408286,ENST00000408286.2,X,106639814,106639896,MIR548AN,HGNC Symbol
ENSG00000133135,ENSG00000133135.14,ENST00000418562,ENST00000418562.5,X,106693794,106797016,RNF128,HGNC Symbol
ENSG00000133138,ENSG00000133138.20,ENST00000357242,ENST00000357242.10,X,106802673,106876150,TBC1D8B,HGNC Symbol
ENSG00000133131,ENSG00000133131.15,ENST00000604604,ENST00000604604.1,X,106813871,107000212,MORC4,HGNC Symbol
ENSG00000147223,ENSG00000147223.6,ENST00000276173,ENST00000276173.5,X,106900063,106903341,RIPPLY1,HGNC Symbol
ENSG00000165376,ENSG00000165376.12,ENST00000541806,ENST00000541806.6,X,106900164,106930861,CLDN2,HGNC Symbol
ENSG00000231144,ENSG00000231144.1,ENST00000412883,ENST00000412883.1,X,107032248,107032820,EEF1A1P40,HGNC Symbol
ENSG00000089682,ENSG00000089682.16,ENST00000372487,ENST00000372487.5,X,107064420,107118823,RBM41,HGNC Symbol
ENSG00000198088,ENSG00000198088.10,ENST00000372466,ENST00000372466.8,X,107123427,107206433,NUP62CL,HGNC Symbol
ENSG00000213569,ENSG00000213569.4,ENST00000399148,ENST00000399148.3,X,107131659,107132269,GTF3C6P2,HGNC Symbol
ENSG00000080572,ENSG00000080572.13,ENST00000372453,ENST00000372453.8,X,107206611,107244247,DNAAF6,HGNC Symbol
ENSG00000204053,ENSG00000204053.6,ENST00000372451,ENST00000372451.2,X,107272582,107273656,MYCLP1,HGNC Symbol
ENSG00000215007,ENSG00000215007.3,ENST00000399417,ENST00000399417.3,X,107351650,107352843,DNAJA1P3,HGNC Symbol
ENSG00000214720,ENSG00000214720.4,ENST00000427083,ENST00000427083.2,X,107428630,107429461,KRT18P49,HGNC Symbol
ENSG00000147234,ENSG00000147234.11,ENST00000683843,ENST00000683843.1,X,107449652,107605255,FRMPD3,HGNC Symbol
ENSG00000227610,ENSG00000227610.1,ENST00000415252,ENST00000415252.1,X,107512983,107545821,FRMPD3-AS1,HGNC Symbol
ENSG00000147224,ENSG00000147224.13,ENST00000675304,ENST00000675304.1,X,107628428,107651993,PRPS1,HGNC Symbol
